
Label=dB(v(Vout)) vs F
LabelX=F
LabelY=dB(v(Vout))
Data Point Count=1001
F,F,F,dB(v(Vout)),dB(v(Vout))
 1.8450154191795057E+003, 1.8450154191795057E+003, 0.0000000000000000E+000, 6.0289398946889037E+001, 0.0000000000000000E+000
 1.8706821403658332E+003, 1.8706821403658332E+003, 0.0000000000000000E+000, 6.0289038506638491E+001, 0.0000000000000000E+000
 1.8967059212111794E+003, 1.8967059212111794E+003, 0.0000000000000000E+000, 6.0288667999349130E+001, 0.0000000000000000E+000
 1.9230917289101922E+003, 1.9230917289101922E+003, 0.0000000000000000E+000, 6.0288287144744714E+001, 0.0000000000000000E+000
 1.9498445997580798E+003, 1.9498445997580798E+003, 0.0000000000000000E+000, 6.0287895654796742E+001, 0.0000000000000000E+000
 1.9769696401118958E+003, 1.9769696401118958E+003, 0.0000000000000000E+000, 6.0287493233512201E+001, 0.0000000000000000E+000
 2.0044720273651969E+003, 2.0044720273651969E+003, 0.0000000000000000E+000, 6.0287079576717446E+001, 0.0000000000000000E+000
 2.0323570109362581E+003, 2.0323570109362581E+003, 0.0000000000000000E+000, 6.0286654371833784E+001, 0.0000000000000000E+000
 2.0606299132700374E+003, 2.0606299132700374E+003, 0.0000000000000000E+000, 6.0286217297650538E+001, 0.0000000000000000E+000
 2.0892961308540771E+003, 2.0892961308540771E+003, 0.0000000000000000E+000, 6.0285768024088171E+001, 0.0000000000000000E+000
 2.1183611352485400E+003, 2.1183611352485400E+003, 0.0000000000000000E+000, 6.0285306211959053E+001, 0.0000000000000000E+000
 2.1478304741305728E+003, 2.1478304741305728E+003, 0.0000000000000000E+000, 6.0284831512718789E+001, 0.0000000000000000E+000
 2.1777097723531983E+003, 2.1777097723531983E+003, 0.0000000000000000E+000, 6.0284343568212734E+001, 0.0000000000000000E+000
 2.2080047330189400E+003, 2.2080047330189400E+003, 0.0000000000000000E+000, 6.0283842010415952E+001, 0.0000000000000000E+000
 2.2387211385683804E+003, 2.2387211385683804E+003, 0.0000000000000000E+000, 6.0283326461165359E+001, 0.0000000000000000E+000
 2.2698648518838636E+003, 2.2698648518838636E+003, 0.0000000000000000E+000, 6.0282796531884991E+001, 0.0000000000000000E+000
 2.3014418174085508E+003, 2.3014418174085508E+003, 0.0000000000000000E+000, 6.0282251823305600E+001, 0.0000000000000000E+000
 2.3334580622810458E+003, 2.3334580622810458E+003, 0.0000000000000000E+000, 6.0281691925175451E+001, 0.0000000000000000E+000
 2.3659196974858023E+003, 2.3659196974858023E+003, 0.0000000000000000E+000, 6.0281116415963325E+001, 0.0000000000000000E+000
 2.3988329190195354E+003, 2.3988329190195354E+003, 0.0000000000000000E+000, 6.0280524862555467E+001, 0.0000000000000000E+000
 2.4322040090738610E+003, 2.4322040090738610E+003, 0.0000000000000000E+000, 6.0279916819944326E+001, 0.0000000000000000E+000
 2.4660393372343856E+003, 2.4660393372343856E+003, 0.0000000000000000E+000, 6.0279291830907084E+001, 0.0000000000000000E+000
 2.5003453616964784E+003, 2.5003453616964784E+003, 0.0000000000000000E+000, 6.0278649425679362E+001, 0.0000000000000000E+000
 2.5351286304979558E+003, 2.5351286304979558E+003, 0.0000000000000000E+000, 6.0277989121617182E+001, 0.0000000000000000E+000
 2.5703957827689128E+003, 2.5703957827689128E+003, 0.0000000000000000E+000, 6.0277310422854399E+001, 0.0000000000000000E+000
 2.6061535499989454E+003, 2.6061535499989454E+003, 0.0000000000000000E+000, 6.0276612819946237E+001, 0.0000000000000000E+000
 2.6424087573219972E+003, 2.6424087573219972E+003, 0.0000000000000000E+000, 6.0275895789508425E+001, 0.0000000000000000E+000
 2.6791683248190834E+003, 2.6791683248190834E+003, 0.0000000000000000E+000, 6.0275158793844781E+001, 0.0000000000000000E+000
 2.7164392688391349E+003, 2.7164392688391349E+003, 0.0000000000000000E+000, 6.0274401280565407E+001, 0.0000000000000000E+000
 2.7542287033382199E+003, 2.7542287033382199E+003, 0.0000000000000000E+000, 6.0273622682196681E+001, 0.0000000000000000E+000
 2.7925438412373924E+003, 2.7925438412373924E+003, 0.0000000000000000E+000, 6.0272822415780034E+001, 0.0000000000000000E+000
 2.8313919957994344E+003, 2.8313919957994344E+003, 0.0000000000000000E+000, 6.0271999882461060E+001, 0.0000000000000000E+000
 2.8707805820247472E+003, 2.8707805820247472E+003, 0.0000000000000000E+000, 6.0271154467069707E+001, 0.0000000000000000E+000
 2.9107171180666628E+003, 2.9107171180666628E+003, 0.0000000000000000E+000, 6.0270285537687670E+001, 0.0000000000000000E+000
 2.9512092266664440E+003, 2.9512092266664440E+003, 0.0000000000000000E+000, 6.0269392445207316E+001, 0.0000000000000000E+000
 2.9922646366082486E+003, 2.9922646366082486E+003, 0.0000000000000000E+000, 6.0268474522877980E+001, 0.0000000000000000E+000
 3.0338911841943309E+003, 3.0338911841943309E+003, 0.0000000000000000E+000, 6.0267531085842791E+001, 0.0000000000000000E+000
 3.0760968147407698E+003, 3.0760968147407698E+003, 0.0000000000000000E+000, 6.0266561430663330E+001, 0.0000000000000000E+000
 3.1188895840939999E+003, 3.1188895840939999E+003, 0.0000000000000000E+000, 6.0265564834831778E+001, 0.0000000000000000E+000
 3.1622776601684436E+003, 3.1622776601684436E+003, 0.0000000000000000E+000, 6.0264540556273985E+001, 0.0000000000000000E+000
 3.2062693245055311E+003, 3.2062693245055311E+003, 0.0000000000000000E+000, 6.0263487832837427E+001, 0.0000000000000000E+000
 3.2508729738544102E+003, 3.2508729738544102E+003, 0.0000000000000000E+000, 6.0262405881769531E+001, 0.0000000000000000E+000
 3.2960971217746455E+003, 3.2960971217746455E+003, 0.0000000000000000E+000, 6.0261293899181268E+001, 0.0000000000000000E+000
 3.3419504002612116E+003, 3.3419504002612116E+003, 0.0000000000000000E+000, 6.0260151059499520E+001, 0.0000000000000000E+000
 3.3884415613920955E+003, 3.3884415613920955E+003, 0.0000000000000000E+000, 6.0258976514907204E+001, 0.0000000000000000E+000
 3.4355794789988176E+003, 3.4355794789988176E+003, 0.0000000000000000E+000, 6.0257769394767365E+001, 0.0000000000000000E+000
 3.4833731503601907E+003, 3.4833731503601907E+003, 0.0000000000000000E+000, 6.0256528805037625E+001, 0.0000000000000000E+000
 3.5318316979196438E+003, 3.5318316979196438E+003, 0.0000000000000000E+000, 6.0255253827667126E+001, 0.0000000000000000E+000
 3.5809643710264359E+003, 3.5809643710264359E+003, 0.0000000000000000E+000, 6.0253943519984254E+001, 0.0000000000000000E+000
 3.6307805477010907E+003, 3.6307805477010907E+003, 0.0000000000000000E+000, 6.0252596914064497E+001, 0.0000000000000000E+000
 3.6812897364253931E+003, 3.6812897364253931E+003, 0.0000000000000000E+000, 6.0251213016090333E+001, 0.0000000000000000E+000
 3.7325015779572859E+003, 3.7325015779572859E+003, 0.0000000000000000E+000, 6.0249790805690594E+001, 0.0000000000000000E+000
 3.7844258471710145E+003, 3.7844258471710145E+003, 0.0000000000000000E+000, 6.0248329235270276E+001, 0.0000000000000000E+000
 3.8370724549228707E+003, 3.8370724549228707E+003, 0.0000000000000000E+000, 6.0246827229321305E+001, 0.0000000000000000E+000
 3.8904514499428906E+003, 3.8904514499428906E+003, 0.0000000000000000E+000, 6.0245283683721951E+001, 0.0000000000000000E+000
 3.9445730207528700E+003, 3.9445730207528700E+003, 0.0000000000000000E+000, 6.0243697465015991E+001, 0.0000000000000000E+000
 3.9994474976110623E+003, 3.9994474976110623E+003, 0.0000000000000000E+000, 6.0242067409681546E+001, 0.0000000000000000E+000
 4.0550853544839274E+003, 4.0550853544839274E+003, 0.0000000000000000E+000, 6.0240392323381386E+001, 0.0000000000000000E+000
 4.1114972110453127E+003, 4.1114972110453127E+003, 0.0000000000000000E+000, 6.0238670980196012E+001, 0.0000000000000000E+000
 4.1686938347034456E+003, 4.1686938347034456E+003, 0.0000000000000000E+000, 6.0236902121844544E+001, 0.0000000000000000E+000
 4.2266861426561227E+003, 4.2266861426561227E+003, 0.0000000000000000E+000, 6.0235084456884778E+001, 0.0000000000000000E+000
 4.2854852039744901E+003, 4.2854852039744901E+003, 0.0000000000000000E+000, 6.0233216659900606E+001, 0.0000000000000000E+000
 4.3451022417158119E+003, 4.3451022417158119E+003, 0.0000000000000000E+000, 6.0231297370670340E+001, 0.0000000000000000E+000
 4.4055486350656311E+003, 4.4055486350656311E+003, 0.0000000000000000E+000, 6.0229325193319426E+001, 0.0000000000000000E+000
 4.4668359215097307E+003, 4.4668359215097307E+003, 0.0000000000000000E+000, 6.0227298695455801E+001, 0.0000000000000000E+000
 4.5289757990363087E+003, 4.5289757990363087E+003, 0.0000000000000000E+000, 6.0225216407288030E+001, 0.0000000000000000E+000
 4.5919801283687893E+003, 4.5919801283687893E+003, 0.0000000000000000E+000, 6.0223076820727393E+001, 0.0000000000000000E+000
 4.6558609352296944E+003, 4.6558609352296944E+003, 0.0000000000000000E+000, 6.0220878388470979E+001, 0.0000000000000000E+000
 4.7206304126360119E+003, 4.7206304126360119E+003, 0.0000000000000000E+000, 6.0218619523069812E+001, 0.0000000000000000E+000
 4.7863009232264922E+003, 4.7863009232264922E+003, 0.0000000000000000E+000, 6.0216298595976873E+001, 0.0000000000000000E+000
 4.8528850016213210E+003, 4.8528850016213210E+003, 0.0000000000000000E+000, 6.0213913936580440E+001, 0.0000000000000000E+000
 4.9203953568146217E+003, 4.9203953568146217E+003, 0.0000000000000000E+000, 6.0211463831217891E+001, 0.0000000000000000E+000
 4.9888448746002368E+003, 4.9888448746002368E+003, 0.0000000000000000E+000, 6.0208946522173790E+001, 0.0000000000000000E+000
 5.0582466200312574E+003, 5.0582466200312574E+003, 0.0000000000000000E+000, 6.0206360206659497E+001, 0.0000000000000000E+000
 5.1286138399137672E+003, 5.1286138399137672E+003, 0.0000000000000000E+000, 6.0203703035775860E+001, 0.0000000000000000E+000
 5.1999599653352807E+003, 5.1999599653352807E+003, 0.0000000000000000E+000, 6.0200973113458922E+001, 0.0000000000000000E+000
 5.2722986142283507E+003, 5.2722986142283507E+003, 0.0000000000000000E+000, 6.0198168495408069E+001, 0.0000000000000000E+000
 5.3456435939698422E+003, 5.3456435939698422E+003, 0.0000000000000000E+000, 6.0195287187997756E+001, 0.0000000000000000E+000
 5.4200089040163666E+003, 5.4200089040163666E+003, 0.0000000000000000E+000, 6.0192327147171923E+001, 0.0000000000000000E+000
 5.4954087385763760E+003, 5.4954087385763760E+003, 0.0000000000000000E+000, 6.0189286277322239E+001, 0.0000000000000000E+000
 5.5718574893194309E+003, 5.5718574893194309E+003, 0.0000000000000000E+000, 6.0186162430150098E+001, 0.0000000000000000E+000
 5.6493697481231602E+003, 5.6493697481231602E+003, 0.0000000000000000E+000, 6.0182953403512023E+001, 0.0000000000000000E+000
 5.7279603098584294E+003, 5.7279603098584294E+003, 0.0000000000000000E+000, 6.0179656940250155E+001, 0.0000000000000000E+000
 5.8076441752132605E+003, 5.8076441752132605E+003, 0.0000000000000000E+000, 6.0176270727006880E+001, 0.0000000000000000E+000
 5.8884365535560319E+003, 5.8884365535560319E+003, 0.0000000000000000E+000, 6.0172792393023798E+001, 0.0000000000000000E+000
 5.9703528658385130E+003, 5.9703528658385130E+003, 0.0000000000000000E+000, 6.0169219508929146E+001, 0.0000000000000000E+000
 6.0534087475392826E+003, 6.0534087475392826E+003, 0.0000000000000000E+000, 6.0165549585507343E+001, 0.0000000000000000E+000
 6.1376200516480912E+003, 6.1376200516480912E+003, 0.0000000000000000E+000, 6.0161780072457915E+001, 0.0000000000000000E+000
 6.2230028516917464E+003, 6.2230028516917464E+003, 0.0000000000000000E+000, 6.0157908357141025E+001, 0.0000000000000000E+000
 6.3095734448020867E+003, 6.3095734448020867E+003, 0.0000000000000000E+000, 6.0153931763310410E+001, 0.0000000000000000E+000
 6.3973483548266386E+003, 6.3973483548266386E+003, 0.0000000000000000E+000, 6.0149847549835826E+001, 0.0000000000000000E+000
 6.4863443354825440E+003, 6.4863443354825440E+003, 0.0000000000000000E+000, 6.0145652909414338E+001, 0.0000000000000000E+000
 6.5765783735543673E+003, 6.5765783735543673E+003, 0.0000000000000000E+000, 6.0141344967272865E+001, 0.0000000000000000E+000
 6.6680676921363865E+003, 6.6680676921363865E+003, 0.0000000000000000E+000, 6.0136920779860858E+001, 0.0000000000000000E+000
 6.7608297539199857E+003, 6.7608297539199857E+003, 0.0000000000000000E+000, 6.0132377333536098E+001, 0.0000000000000000E+000
 6.8548822645267865E+003, 6.8548822645267865E+003, 0.0000000000000000E+000, 6.0127711543245013E+001, 0.0000000000000000E+000
 6.9502431758881412E+003, 6.9502431758881412E+003, 0.0000000000000000E+000, 6.0122920251194586E+001, 0.0000000000000000E+000
 7.0469306896716453E+003, 7.0469306896716453E+003, 0.0000000000000000E+000, 6.0118000225524575E+001, 0.0000000000000000E+000
 7.1449632607553121E+003, 7.1449632607553121E+003, 0.0000000000000000E+000, 6.0112948158973296E+001, 0.0000000000000000E+000
 7.2443596007500828E+003, 7.2443596007500828E+003, 0.0000000000000000E+000, 6.0107760667543388E+001, 0.0000000000000000E+000
 7.3451386815713349E+003, 7.3451386815713349E+003, 0.0000000000000000E+000, 6.0102434289169430E+001, 0.0000000000000000E+000
 7.4473197390600790E+003, 7.4473197390600790E+003, 0.0000000000000000E+000, 6.0096965482384597E+001, 0.0000000000000000E+000
 7.5509222766545308E+003, 7.5509222766545308E+003, 0.0000000000000000E+000, 6.0091350624994142E+001, 0.0000000000000000E+000
 7.6559660691127583E+003, 7.6559660691127583E+003, 0.0000000000000000E+000, 6.0085586012751605E+001, 0.0000000000000000E+000
 7.7624711662871159E+003, 7.7624711662871159E+003, 0.0000000000000000E+000, 6.0079667858044331E+001, 0.0000000000000000E+000
 7.8704578969511886E+003, 7.8704578969511886E+003, 0.0000000000000000E+000, 6.0073592288588941E+001, 0.0000000000000000E+000
 7.9799468726799714E+003, 7.9799468726799714E+003, 0.0000000000000000E+000, 6.0067355346136011E+001, 0.0000000000000000E+000
 8.0909589917840322E+003, 8.0909589917840322E+003, 0.0000000000000000E+000, 6.0060952985192003E+001, 0.0000000000000000E+000
 8.2035154432983945E+003, 8.2035154432983945E+003, 0.0000000000000000E+000, 6.0054381071755301E+001, 0.0000000000000000E+000
 8.3176377110269259E+003, 8.3176377110269259E+003, 0.0000000000000000E+000, 6.0047635382072919E+001, 0.0000000000000000E+000
 8.4333475776429732E+003, 8.4333475776429732E+003, 0.0000000000000000E+000, 6.0040711601417598E+001, 0.0000000000000000E+000
 8.5506671288470570E+003, 8.5506671288470570E+003, 0.0000000000000000E+000, 6.0033605322891106E+001, 0.0000000000000000E+000
 8.6696187575823933E+003, 8.6696187575823933E+003, 0.0000000000000000E+000, 6.0026312046252237E+001, 0.0000000000000000E+000
 8.7902251683090744E+003, 8.7902251683090744E+003, 0.0000000000000000E+000, 6.0018827176779588E+001, 0.0000000000000000E+000
 8.9125093813376898E+003, 8.9125093813376898E+003, 0.0000000000000000E+000, 6.0011146024162841E+001, 0.0000000000000000E+000
 9.0364947372232527E+003, 9.0364947372232527E+003, 0.0000000000000000E+000, 6.0003263801436702E+001, 0.0000000000000000E+000
 9.1622049012202388E+003, 9.1622049012202388E+003, 0.0000000000000000E+000, 5.9995175623950338E+001, 0.0000000000000000E+000
 9.2896638677996089E+003, 9.2896638677996089E+003, 0.0000000000000000E+000, 5.9986876508385443E+001, 0.0000000000000000E+000
 9.4188959652286630E+003, 9.4188959652286630E+003, 0.0000000000000000E+000, 5.9978361371818750E+001, 0.0000000000000000E+000
 9.5499258602146128E+003, 9.5499258602146128E+003, 0.0000000000000000E+000, 5.9969625030838586E+001, 0.0000000000000000E+000
 9.6827785626127497E+003, 9.6827785626127497E+003, 0.0000000000000000E+000, 5.9960662200717643E+001, 0.0000000000000000E+000
 9.8174794302001064E+003, 9.8174794302001064E+003, 0.0000000000000000E+000, 5.9951467494643175E+001, 0.0000000000000000E+000
 9.9540541735155366E+003, 9.9540541735155366E+003, 0.0000000000000000E+000, 5.9942035423015810E+001, 0.0000000000000000E+000
 1.0092528860767115E+004, 1.0092528860767115E+004, 0.0000000000000000E+000, 5.9932360392814068E+001, 0.0000000000000000E+000
 1.0232929922807818E+004, 1.0232929922807818E+004, 0.0000000000000000E+000, 5.9922436707033000E+001, 0.0000000000000000E+000
 1.0375284158180408E+004, 1.0375284158180408E+004, 0.0000000000000000E+000, 5.9912258564203846E+001, 0.0000000000000000E+000
 1.0519618738232515E+004, 1.0519618738232515E+004, 0.0000000000000000E+000, 5.9901820057992822E+001, 0.0000000000000000E+000
 1.0665961212302869E+004, 1.0665961212302869E+004, 0.0000000000000000E+000, 5.9891115176891546E+001, 0.0000000000000000E+000
 1.0814339512979675E+004, 1.0814339512979675E+004, 0.0000000000000000E+000, 5.9880137803998252E+001, 0.0000000000000000E+000
 1.0964781961432151E+004, 1.0964781961432151E+004, 0.0000000000000000E+000, 5.9868881716899985E+001, 0.0000000000000000E+000
 1.1117317272816219E+004, 1.1117317272816219E+004, 0.0000000000000000E+000, 5.9857340587657184E+001, 0.0000000000000000E+000
 1.1271974561755414E+004, 1.1271974561755414E+004, 0.0000000000000000E+000, 5.9845507982897281E+001, 0.0000000000000000E+000
 1.1428783347898032E+004, 1.1428783347898032E+004, 0.0000000000000000E+000, 5.9833377364024436E+001, 0.0000000000000000E+000
 1.1587773561551581E+004, 1.1587773561551581E+004, 0.0000000000000000E+000, 5.9820942087549682E+001, 0.0000000000000000E+000
 1.1748975549395622E+004, 1.1748975549395622E+004, 0.0000000000000000E+000, 5.9808195405545106E+001, 0.0000000000000000E+000
 1.1912420080274080E+004, 1.1912420080274080E+004, 0.0000000000000000E+000, 5.9795130466232713E+001, 0.0000000000000000E+000
 1.2078138351068139E+004, 1.2078138351068139E+004, 0.0000000000000000E+000, 5.9781740314709324E+001, 0.0000000000000000E+000
 1.2246161992650830E+004, 1.2246161992650830E+004, 0.0000000000000000E+000, 5.9768017893815369E+001, 0.0000000000000000E+000
 1.2416523075924459E+004, 1.2416523075924459E+004, 0.0000000000000000E+000, 5.9753956045151597E+001, 0.0000000000000000E+000
 1.2589254117942026E+004, 1.2589254117942026E+004, 0.0000000000000000E+000, 5.9739547510254205E+001, 0.0000000000000000E+000
 1.2764388088113797E+004, 1.2764388088113797E+004, 0.0000000000000000E+000, 5.9724784931925711E+001, 0.0000000000000000E+000
 1.2941958414500225E+004, 1.2941958414500225E+004, 0.0000000000000000E+000, 5.9709660855737340E+001, 0.0000000000000000E+000
 1.3121998990192402E+004, 1.3121998990192402E+004, 0.0000000000000000E+000, 5.9694167731699501E+001, 0.0000000000000000E+000
 1.3304544179781287E+004, 1.3304544179781287E+004, 0.0000000000000000E+000, 5.9678297916113515E+001, 0.0000000000000000E+000
 1.3489628825916920E+004, 1.3489628825916920E+004, 0.0000000000000000E+000, 5.9662043673602916E+001, 0.0000000000000000E+000
 1.3677288255958882E+004, 1.3677288255958882E+004, 0.0000000000000000E+000, 5.9645397179336221E+001, 0.0000000000000000E+000
 1.3867558288719281E+004, 1.3867558288719281E+004, 0.0000000000000000E+000, 5.9628350521441575E+001, 0.0000000000000000E+000
 1.4060475241299542E+004, 1.4060475241299542E+004, 0.0000000000000000E+000, 5.9610895703621253E+001, 0.0000000000000000E+000
 1.4256075936022291E+004, 1.4256075936022291E+004, 0.0000000000000000E+000, 5.9593024647967567E+001, 0.0000000000000000E+000
 1.4454397707459691E+004, 1.4454397707459691E+004, 0.0000000000000000E+000, 5.9574729197988901E+001, 0.0000000000000000E+000
 1.4655478409559539E+004, 1.4655478409559539E+004, 0.0000000000000000E+000, 5.9556001121846592E+001, 0.0000000000000000E+000
 1.4859356422870500E+004, 1.4859356422870500E+004, 0.0000000000000000E+000, 5.9536832115807016E+001, 0.0000000000000000E+000
 1.5066070661867858E+004, 1.5066070661867858E+004, 0.0000000000000000E+000, 5.9517213807914871E+001, 0.0000000000000000E+000
 1.5275660582381171E+004, 1.5275660582381171E+004, 0.0000000000000000E+000, 5.9497137761887437E+001, 0.0000000000000000E+000
 1.5488166189125266E+004, 1.5488166189125266E+004, 0.0000000000000000E+000, 5.9476595481235705E+001, 0.0000000000000000E+000
 1.5703628043335984E+004, 1.5703628043335984E+004, 0.0000000000000000E+000, 5.9455578413611988E+001, 0.0000000000000000E+000
 1.5922087270512169E+004, 1.5922087270512169E+004, 0.0000000000000000E+000, 5.9434077955387423E+001, 0.0000000000000000E+000
 1.6143585568265338E+004, 1.6143585568265338E+004, 0.0000000000000000E+000, 5.9412085456461760E+001, 0.0000000000000000E+000
 1.6368165214278570E+004, 1.6368165214278570E+004, 0.0000000000000000E+000, 5.9389592225302437E+001, 0.0000000000000000E+000
 1.6595869074376096E+004, 1.6595869074376096E+004, 0.0000000000000000E+000, 5.9366589534216899E+001, 0.0000000000000000E+000
 1.6826740610705172E+004, 1.6826740610705172E+004, 0.0000000000000000E+000, 5.9343068624856620E+001, 0.0000000000000000E+000
 1.7060823890031741E+004, 1.7060823890031741E+004, 0.0000000000000000E+000, 5.9319020713950309E+001, 0.0000000000000000E+000
 1.7298163592151530E+004, 1.7298163592151530E+004, 0.0000000000000000E+000, 5.9294436999266765E+001, 0.0000000000000000E+000
 1.7538805018418134E+004, 1.7538805018418134E+004, 0.0000000000000000E+000, 5.9269308665803145E+001, 0.0000000000000000E+000
 1.7782794100389758E+004, 1.7782794100389758E+004, 0.0000000000000000E+000, 5.9243626892196204E+001, 0.0000000000000000E+000
 1.8030177408596228E+004, 1.8030177408596228E+004, 0.0000000000000000E+000, 5.9217382857352668E+001, 0.0000000000000000E+000
 1.8281002161427976E+004, 1.8281002161427976E+004, 0.0000000000000000E+000, 5.9190567747293564E+001, 0.0000000000000000E+000
 1.8535316234148671E+004, 1.8535316234148671E+004, 0.0000000000000000E+000, 5.9163172762206415E+001, 0.0000000000000000E+000
 1.8793168168033251E+004, 1.8793168168033251E+004, 0.0000000000000000E+000, 5.9135189123700215E+001, 0.0000000000000000E+000
 1.9054607179633047E+004, 1.9054607179633047E+004, 0.0000000000000000E+000, 5.9106608082255249E+001, 0.0000000000000000E+000
 1.9319683170169825E+004, 1.9319683170169825E+004, 0.0000000000000000E+000, 5.9077420924857975E+001, 0.0000000000000000E+000
 1.9588446735060494E+004, 1.9588446735060494E+004, 0.0000000000000000E+000, 5.9047618982814782E+001, 0.0000000000000000E+000
 1.9860949173574321E+004, 1.9860949173574321E+004, 0.0000000000000000E+000, 5.9017193639733065E+001, 0.0000000000000000E+000
 2.0137242498624499E+004, 2.0137242498624499E+004, 0.0000000000000000E+000, 5.8986136339658053E+001, 0.0000000000000000E+000
 2.0417379446695919E+004, 2.0417379446695919E+004, 0.0000000000000000E+000, 5.8954438595354972E+001, 0.0000000000000000E+000
 2.0701413487911057E+004, 2.0701413487911057E+004, 0.0000000000000000E+000, 5.8922091996723410E+001, 0.0000000000000000E+000
 2.0989398836235887E+004, 2.0989398836235887E+004, 0.0000000000000000E+000, 5.8889088219331221E+001, 0.0000000000000000E+000
 2.1281390459827777E+004, 2.1281390459827777E+004, 0.0000000000000000E+000, 5.8855419033050190E+001, 0.0000000000000000E+000
 2.1577444091527334E+004, 2.1577444091527334E+004, 0.0000000000000000E+000, 5.8821076310784690E+001, 0.0000000000000000E+000
 2.1877616239496205E+004, 2.1877616239496205E+004, 0.0000000000000000E+000, 5.8786052037269229E+001, 0.0000000000000000E+000
 2.2181964198002879E+004, 2.2181964198002879E+004, 0.0000000000000000E+000, 5.8750338317926463E+001, 0.0000000000000000E+000
 2.2490546058358512E+004, 2.2490546058358512E+004, 0.0000000000000000E+000, 5.8713927387760151E+001, 0.0000000000000000E+000
 2.2803420720004895E+004, 2.2803420720004895E+004, 0.0000000000000000E+000, 5.8676811620271096E+001, 0.0000000000000000E+000
 2.3120647901756674E+004, 2.3120647901756674E+004, 0.0000000000000000E+000, 5.8638983536373559E+001, 0.0000000000000000E+000
 2.3442288153199959E+004, 2.3442288153199959E+004, 0.0000000000000000E+000, 5.8600435813294489E+001, 0.0000000000000000E+000
 2.3768402866249515E+004, 2.3768402866249515E+004, 0.0000000000000000E+000, 5.8561161293434225E+001, 0.0000000000000000E+000
 2.4099054286866711E+004, 2.4099054286866711E+004, 0.0000000000000000E+000, 5.8521152993168677E+001, 0.0000000000000000E+000
 2.4434305526940494E+004, 2.4434305526940494E+004, 0.0000000000000000E+000, 5.8480404111572220E+001, 0.0000000000000000E+000
 2.4774220576333642E+004, 2.4774220576333642E+004, 0.0000000000000000E+000, 5.8438908039040442E+001, 0.0000000000000000E+000
 2.5118864315096602E+004, 2.5118864315096602E+004, 0.0000000000000000E+000, 5.8396658365789676E+001, 0.0000000000000000E+000
 2.5468302525851224E+004, 2.5468302525851224E+004, 0.0000000000000000E+000, 5.8353648890213492E+001, 0.0000000000000000E+000
 2.5822601906346790E+004, 2.5822601906346790E+004, 0.0000000000000000E+000, 5.8309873627073650E+001, 0.0000000000000000E+000
 2.6181830082190696E+004, 2.6181830082190696E+004, 0.0000000000000000E+000, 5.8265326815502128E+001, 0.0000000000000000E+000
 2.6546055619756251E+004, 2.6546055619756251E+004, 0.0000000000000000E+000, 5.8220002926795964E+001, 0.0000000000000000E+000
 2.6915348039270029E+004, 2.6915348039270029E+004, 0.0000000000000000E+000, 5.8173896671980472E+001, 0.0000000000000000E+000
 2.7289777828081296E+004, 2.7289777828081296E+004, 0.0000000000000000E+000, 5.8127003009120784E+001, 0.0000000000000000E+000
 2.7669416454116017E+004, 2.7669416454116017E+004, 0.0000000000000000E+000, 5.8079317150360112E+001, 0.0000000000000000E+000
 2.8054336379518052E+004, 2.8054336379518052E+004, 0.0000000000000000E+000, 5.8030834568666975E+001, 0.0000000000000000E+000
 2.8444611074480090E+004, 2.8444611074480090E+004, 0.0000000000000000E+000, 5.7981551004267338E+001, 0.0000000000000000E+000
 2.8840315031267008E+004, 2.8840315031267008E+004, 0.0000000000000000E+000, 5.7931462470745892E+001, 0.0000000000000000E+000
 2.9241523778434319E+004, 2.9241523778434319E+004, 0.0000000000000000E+000, 5.7880565260797646E+001, 0.0000000000000000E+000
 2.9648313895244406E+004, 2.9648313895244406E+004, 0.0000000000000000E+000, 5.7828855951611651E+001, 0.0000000000000000E+000
 3.0060763026283304E+004, 3.0060763026283304E+004, 0.0000000000000000E+000, 5.7776331409869087E+001, 0.0000000000000000E+000
 3.0478949896280843E+004, 3.0478949896280843E+004, 0.0000000000000000E+000, 5.7722988796343017E+001, 0.0000000000000000E+000
 3.0902954325136932E+004, 3.0902954325136932E+004, 0.0000000000000000E+000, 5.7668825570085161E+001, 0.0000000000000000E+000
 3.1332857243156901E+004, 3.1332857243156901E+004, 0.0000000000000000E+000, 5.7613839492182294E+001, 0.0000000000000000E+000
 3.1768740706498767E+004, 3.1768740706498767E+004, 0.0000000000000000E+000, 5.7558028629076297E+001, 0.0000000000000000E+000
 3.2210687912835423E+004, 3.2210687912835423E+004, 0.0000000000000000E+000, 5.7501391355432531E+001, 0.0000000000000000E+000
 3.2658783217234675E+004, 3.2658783217234675E+004, 0.0000000000000000E+000, 5.7443926356550314E+001, 0.0000000000000000E+000
 3.3113112148260225E+004, 3.3113112148260225E+004, 0.0000000000000000E+000, 5.7385632630305572E+001, 0.0000000000000000E+000
 3.3573761424296601E+004, 3.3573761424296601E+004, 0.0000000000000000E+000, 5.7326509488620864E+001, 0.0000000000000000E+000
 3.4040818970101238E+004, 3.4040818970101238E+004, 0.0000000000000000E+000, 5.7266556558457467E+001, 0.0000000000000000E+000
 3.4514373933586794E+004, 3.4514373933586794E+004, 0.0000000000000000E+000, 5.7205773782325664E+001, 0.0000000000000000E+000
 3.4994516702836918E+004, 3.4994516702836918E+004, 0.0000000000000000E+000, 5.7144161418312429E+001, 0.0000000000000000E+000
