
Label=ph(v(Vout)) vs F
LabelX=F
LabelY=ph(v(Vout))
Data Point Count=1001
F,F,F,ph(v(Vout)),ph(v(Vout))
 1.8197008586100148E+003, 1.8197008586100148E+003, 0.0000000000000000E+000, 1.7686945978998929E+002, 0.0000000000000000E+000
 1.8450154191795057E+003, 1.8450154191795057E+003, 0.0000000000000000E+000, 1.7682599360625616E+002, 0.0000000000000000E+000
 1.8706821403658332E+003, 1.8706821403658332E+003, 0.0000000000000000E+000, 1.7678192629241718E+002, 0.0000000000000000E+000
 1.8967059212111794E+003, 1.8967059212111794E+003, 0.0000000000000000E+000, 1.7673724963531072E+002, 0.0000000000000000E+000
 1.9230917289101922E+003, 1.9230917289101922E+003, 0.0000000000000000E+000, 1.7669195531379697E+002, 0.0000000000000000E+000
 1.9498445997580798E+003, 1.9498445997580798E+003, 0.0000000000000000E+000, 1.7664603489751806E+002, 0.0000000000000000E+000
 1.9769696401118958E+003, 1.9769696401118958E+003, 0.0000000000000000E+000, 1.7659947984565267E+002, 0.0000000000000000E+000
 2.0044720273651969E+003, 2.0044720273651969E+003, 0.0000000000000000E+000, 1.7655228150566347E+002, 0.0000000000000000E+000
 2.0323570109362581E+003, 2.0323570109362581E+003, 0.0000000000000000E+000, 1.7650443111204018E+002, 0.0000000000000000E+000
 2.0606299132700374E+003, 2.0606299132700374E+003, 0.0000000000000000E+000, 1.7645591978503634E+002, 0.0000000000000000E+000
 2.0892961308540771E+003, 2.0892961308540771E+003, 0.0000000000000000E+000, 1.7640673852940230E+002, 0.0000000000000000E+000
 2.1183611352485400E+003, 2.1183611352485400E+003, 0.0000000000000000E+000, 1.7635687823311278E+002, 0.0000000000000000E+000
 2.1478304741305728E+003, 2.1478304741305728E+003, 0.0000000000000000E+000, 1.7630632966609170E+002, 0.0000000000000000E+000
 2.1777097723531983E+003, 2.1777097723531983E+003, 0.0000000000000000E+000, 1.7625508347893282E+002, 0.0000000000000000E+000
 2.2080047330189400E+003, 2.2080047330189400E+003, 0.0000000000000000E+000, 1.7620313020161782E+002, 0.0000000000000000E+000
 2.2387211385683804E+003, 2.2387211385683804E+003, 0.0000000000000000E+000, 1.7615046024223247E+002, 0.0000000000000000E+000
 2.2698648518838636E+003, 2.2698648518838636E+003, 0.0000000000000000E+000, 1.7609706388568085E+002, 0.0000000000000000E+000
 2.3014418174085508E+003, 2.3014418174085508E+003, 0.0000000000000000E+000, 1.7604293129239841E+002, 0.0000000000000000E+000
 2.3334580622810458E+003, 2.3334580622810458E+003, 0.0000000000000000E+000, 1.7598805249706498E+002, 0.0000000000000000E+000
 2.3659196974858023E+003, 2.3659196974858023E+003, 0.0000000000000000E+000, 1.7593241740731835E+002, 0.0000000000000000E+000
 2.3988329190195354E+003, 2.3988329190195354E+003, 0.0000000000000000E+000, 1.7587601580246840E+002, 0.0000000000000000E+000
 2.4322040090738610E+003, 2.4322040090738610E+003, 0.0000000000000000E+000, 1.7581883733221321E+002, 0.0000000000000000E+000
 2.4660393372343856E+003, 2.4660393372343856E+003, 0.0000000000000000E+000, 1.7576087151535864E+002, 0.0000000000000000E+000
 2.5003453616964784E+003, 2.5003453616964784E+003, 0.0000000000000000E+000, 1.7570210773854041E+002, 0.0000000000000000E+000
 2.5351286304979558E+003, 2.5351286304979558E+003, 0.0000000000000000E+000, 1.7564253525495153E+002, 0.0000000000000000E+000
 2.5703957827689128E+003, 2.5703957827689128E+003, 0.0000000000000000E+000, 1.7558214318307424E+002, 0.0000000000000000E+000
 2.6061535499989454E+003, 2.6061535499989454E+003, 0.0000000000000000E+000, 1.7552092050541958E+002, 0.0000000000000000E+000
 2.6424087573219972E+003, 2.6424087573219972E+003, 0.0000000000000000E+000, 1.7545885606727330E+002, 0.0000000000000000E+000
 2.6791683248190834E+003, 2.6791683248190834E+003, 0.0000000000000000E+000, 1.7539593857545091E+002, 0.0000000000000000E+000
 2.7164392688391349E+003, 2.7164392688391349E+003, 0.0000000000000000E+000, 1.7533215659706255E+002, 0.0000000000000000E+000
 2.7542287033382199E+003, 2.7542287033382199E+003, 0.0000000000000000E+000, 1.7526749855828825E+002, 0.0000000000000000E+000
 2.7925438412373924E+003, 2.7925438412373924E+003, 0.0000000000000000E+000, 1.7520195274316595E+002, 0.0000000000000000E+000
 2.8313919957994344E+003, 2.8313919957994344E+003, 0.0000000000000000E+000, 1.7513550729239279E+002, 0.0000000000000000E+000
 2.8707805820247472E+003, 2.8707805820247472E+003, 0.0000000000000000E+000, 1.7506815020214097E+002, 0.0000000000000000E+000
 2.9107171180666628E+003, 2.9107171180666628E+003, 0.0000000000000000E+000, 1.7499986932289076E+002, 0.0000000000000000E+000
 2.9512092266664440E+003, 2.9512092266664440E+003, 0.0000000000000000E+000, 1.7493065235828041E+002, 0.0000000000000000E+000
 2.9922646366082486E+003, 2.9922646366082486E+003, 0.0000000000000000E+000, 1.7486048686397635E+002, 0.0000000000000000E+000
 3.0338911841943309E+003, 3.0338911841943309E+003, 0.0000000000000000E+000, 1.7478936024656383E+002, 0.0000000000000000E+000
 3.0760968147407698E+003, 3.0760968147407698E+003, 0.0000000000000000E+000, 1.7471725976246046E+002, 0.0000000000000000E+000
 3.1188895840939999E+003, 3.1188895840939999E+003, 0.0000000000000000E+000, 1.7464417251685509E+002, 0.0000000000000000E+000
 3.1622776601684436E+003, 3.1622776601684436E+003, 0.0000000000000000E+000, 1.7457008546267190E+002, 0.0000000000000000E+000
 3.2062693245055311E+003, 3.2062693245055311E+003, 0.0000000000000000E+000, 1.7449498539956406E+002, 0.0000000000000000E+000
 3.2508729738544102E+003, 3.2508729738544102E+003, 0.0000000000000000E+000, 1.7441885897293713E+002, 0.0000000000000000E+000
 3.2960971217746455E+003, 3.2960971217746455E+003, 0.0000000000000000E+000, 1.7434169267300581E+002, 0.0000000000000000E+000
 3.3419504002612116E+003, 3.3419504002612116E+003, 0.0000000000000000E+000, 1.7426347283388500E+002, 0.0000000000000000E+000
 3.3884415613920955E+003, 3.3884415613920955E+003, 0.0000000000000000E+000, 1.7418418563271766E+002, 0.0000000000000000E+000
 3.4355794789988176E+003, 3.4355794789988176E+003, 0.0000000000000000E+000, 1.7410381708884347E+002, 0.0000000000000000E+000
 3.4833731503601907E+003, 3.4833731503601907E+003, 0.0000000000000000E+000, 1.7402235306300804E+002, 0.0000000000000000E+000
 3.5318316979196438E+003, 3.5318316979196438E+003, 0.0000000000000000E+000, 1.7393977925661846E+002, 0.0000000000000000E+000
 3.5809643710264359E+003, 3.5809643710264359E+003, 0.0000000000000000E+000, 1.7385608121104414E+002, 0.0000000000000000E+000
 3.6307805477010907E+003, 3.6307805477010907E+003, 0.0000000000000000E+000, 1.7377124430697043E+002, 0.0000000000000000E+000
 3.6812897364253931E+003, 3.6812897364253931E+003, 0.0000000000000000E+000, 1.7368525376380285E+002, 0.0000000000000000E+000
 3.7325015779572859E+003, 3.7325015779572859E+003, 0.0000000000000000E+000, 1.7359809463912978E+002, 0.0000000000000000E+000
 3.7844258471710145E+003, 3.7844258471710145E+003, 0.0000000000000000E+000, 1.7350975182824260E+002, 0.0000000000000000E+000
 3.8370724549228707E+003, 3.8370724549228707E+003, 0.0000000000000000E+000, 1.7342021006372011E+002, 0.0000000000000000E+000
 3.8904514499428906E+003, 3.8904514499428906E+003, 0.0000000000000000E+000, 1.7332945391507741E+002, 0.0000000000000000E+000
 3.9445730207528700E+003, 3.9445730207528700E+003, 0.0000000000000000E+000, 1.7323746778848664E+002, 0.0000000000000000E+000
 3.9994474976110623E+003, 3.9994474976110623E+003, 0.0000000000000000E+000, 1.7314423592656851E+002, 0.0000000000000000E+000
 4.0550853544839274E+003, 4.0550853544839274E+003, 0.0000000000000000E+000, 1.7304974240826257E+002, 0.0000000000000000E+000
 4.1114972110453127E+003, 4.1114972110453127E+003, 0.0000000000000000E+000, 1.7295397114877863E+002, 0.0000000000000000E+000
 4.1686938347034456E+003, 4.1686938347034456E+003, 0.0000000000000000E+000, 1.7285690589963207E+002, 0.0000000000000000E+000
 4.2266861426561227E+003, 4.2266861426561227E+003, 0.0000000000000000E+000, 1.7275853024877031E+002, 0.0000000000000000E+000
 4.2854852039744901E+003, 4.2854852039744901E+003, 0.0000000000000000E+000, 1.7265882762079158E+002, 0.0000000000000000E+000
 4.3451022417158119E+003, 4.3451022417158119E+003, 0.0000000000000000E+000, 1.7255778127726302E+002, 0.0000000000000000E+000
 4.4055486350656311E+003, 4.4055486350656311E+003, 0.0000000000000000E+000, 1.7245537431714135E+002, 0.0000000000000000E+000
 4.4668359215097307E+003, 4.4668359215097307E+003, 0.0000000000000000E+000, 1.7235158967730192E+002, 0.0000000000000000E+000
 4.5289757990363087E+003, 4.5289757990363087E+003, 0.0000000000000000E+000, 1.7224641013318069E+002, 0.0000000000000000E+000
 4.5919801283687893E+003, 4.5919801283687893E+003, 0.0000000000000000E+000, 1.7213981829953372E+002, 0.0000000000000000E+000
 4.6558609352296944E+003, 4.6558609352296944E+003, 0.0000000000000000E+000, 1.7203179663132155E+002, 0.0000000000000000E+000
 4.7206304126360119E+003, 4.7206304126360119E+003, 0.0000000000000000E+000, 1.7192232742472089E+002, 0.0000000000000000E+000
 4.7863009232264922E+003, 4.7863009232264922E+003, 0.0000000000000000E+000, 1.7181139281827328E+002, 0.0000000000000000E+000
 4.8528850016213210E+003, 4.8528850016213210E+003, 0.0000000000000000E+000, 1.7169897479417247E+002, 0.0000000000000000E+000
 4.9203953568146217E+003, 4.9203953568146217E+003, 0.0000000000000000E+000, 1.7158505517970005E+002, 0.0000000000000000E+000
 4.9888448746002368E+003, 4.9888448746002368E+003, 0.0000000000000000E+000, 1.7146961564881326E+002, 0.0000000000000000E+000
 5.0582466200312574E+003, 5.0582466200312574E+003, 0.0000000000000000E+000, 1.7135263772389285E+002, 0.0000000000000000E+000
 5.1286138399137672E+003, 5.1286138399137672E+003, 0.0000000000000000E+000, 1.7123410277765694E+002, 0.0000000000000000E+000
 5.1999599653352807E+003, 5.1999599653352807E+003, 0.0000000000000000E+000, 1.7111399203524786E+002, 0.0000000000000000E+000
 5.2722986142283507E+003, 5.2722986142283507E+003, 0.0000000000000000E+000, 1.7099228657649917E+002, 0.0000000000000000E+000
 5.3456435939698422E+003, 5.3456435939698422E+003, 0.0000000000000000E+000, 1.7086896733838952E+002, 0.0000000000000000E+000
 5.4200089040163666E+003, 5.4200089040163666E+003, 0.0000000000000000E+000, 1.7074401511769199E+002, 0.0000000000000000E+000
 5.4954087385763760E+003, 5.4954087385763760E+003, 0.0000000000000000E+000, 1.7061741057382471E+002, 0.0000000000000000E+000
 5.5718574893194309E+003, 5.5718574893194309E+003, 0.0000000000000000E+000, 1.7048913423191206E+002, 0.0000000000000000E+000
 5.6493697481231602E+003, 5.6493697481231602E+003, 0.0000000000000000E+000, 1.7035916648606414E+002, 0.0000000000000000E+000
 5.7279603098584294E+003, 5.7279603098584294E+003, 0.0000000000000000E+000, 1.7022748760288178E+002, 0.0000000000000000E+000
 5.8076441752132605E+003, 5.8076441752132605E+003, 0.0000000000000000E+000, 1.7009407772519657E+002, 0.0000000000000000E+000
 5.8884365535560319E+003, 5.8884365535560319E+003, 0.0000000000000000E+000, 1.6995891687605487E+002, 0.0000000000000000E+000
 5.9703528658385130E+003, 5.9703528658385130E+003, 0.0000000000000000E+000, 1.6982198496295109E+002, 0.0000000000000000E+000
 6.0534087475392826E+003, 6.0534087475392826E+003, 0.0000000000000000E+000, 1.6968326178232513E+002, 0.0000000000000000E+000
 6.1376200516480912E+003, 6.1376200516480912E+003, 0.0000000000000000E+000, 1.6954272702432738E+002, 0.0000000000000000E+000
 6.2230028516917464E+003, 6.2230028516917464E+003, 0.0000000000000000E+000, 1.6940036027786354E+002, 0.0000000000000000E+000
 6.3095734448020867E+003, 6.3095734448020867E+003, 0.0000000000000000E+000, 1.6925614103592844E+002, 0.0000000000000000E+000
 6.3973483548266386E+003, 6.3973483548266386E+003, 0.0000000000000000E+000, 1.6911004870123736E+002, 0.0000000000000000E+000
 6.4863443354825440E+003, 6.4863443354825440E+003, 0.0000000000000000E+000, 1.6896206259216589E+002, 0.0000000000000000E+000
 6.5765783735543673E+003, 6.5765783735543673E+003, 0.0000000000000000E+000, 1.6881216194900674E+002, 0.0000000000000000E+000
 6.6680676921363865E+003, 6.6680676921363865E+003, 0.0000000000000000E+000, 1.6866032594055548E+002, 0.0000000000000000E+000
 6.7608297539199857E+003, 6.7608297539199857E+003, 0.0000000000000000E+000, 1.6850653367103357E+002, 0.0000000000000000E+000
 6.8548822645267865E+003, 6.8548822645267865E+003, 0.0000000000000000E+000, 1.6835076418735852E+002, 0.0000000000000000E+000
 6.9502431758881412E+003, 6.9502431758881412E+003, 0.0000000000000000E+000, 1.6819299648677531E+002, 0.0000000000000000E+000
 7.0469306896716453E+003, 7.0469306896716453E+003, 0.0000000000000000E+000, 1.6803320952485279E+002, 0.0000000000000000E+000
 7.1449632607553121E+003, 7.1449632607553121E+003, 0.0000000000000000E+000, 1.6787138222386258E+002, 0.0000000000000000E+000
 7.2443596007500828E+003, 7.2443596007500828E+003, 0.0000000000000000E+000, 1.6770749348154683E+002, 0.0000000000000000E+000
 7.3451386815713349E+003, 7.3451386815713349E+003, 0.0000000000000000E+000, 1.6754152218028463E+002, 0.0000000000000000E+000
 7.4473197390600790E+003, 7.4473197390600790E+003, 0.0000000000000000E+000, 1.6737344719667206E+002, 0.0000000000000000E+000
 7.5509222766545308E+003, 7.5509222766545308E+003, 0.0000000000000000E+000, 1.6720324741152044E+002, 0.0000000000000000E+000
 7.6559660691127583E+003, 7.6559660691127583E+003, 0.0000000000000000E+000, 1.6703090172028905E+002, 0.0000000000000000E+000
 7.7624711662871159E+003, 7.7624711662871159E+003, 0.0000000000000000E+000, 1.6685638904395790E+002, 0.0000000000000000E+000
 7.8704578969511886E+003, 7.8704578969511886E+003, 0.0000000000000000E+000, 1.6667968834035258E+002, 0.0000000000000000E+000
 7.9799468726799714E+003, 7.9799468726799714E+003, 0.0000000000000000E+000, 1.6650077861593380E+002, 0.0000000000000000E+000
 8.0909589917840322E+003, 8.0909589917840322E+003, 0.0000000000000000E+000, 1.6631963893805602E+002, 0.0000000000000000E+000
 8.2035154432983945E+003, 8.2035154432983945E+003, 0.0000000000000000E+000, 1.6613624844771041E+002, 0.0000000000000000E+000
 8.3176377110269259E+003, 8.3176377110269259E+003, 0.0000000000000000E+000, 1.6595058637275761E+002, 0.0000000000000000E+000
 8.4333475776429732E+003, 8.4333475776429732E+003, 0.0000000000000000E+000, 1.6576263204166199E+002, 0.0000000000000000E+000
 8.5506671288470570E+003, 8.5506671288470570E+003, 0.0000000000000000E+000, 1.6557236489773396E+002, 0.0000000000000000E+000
 8.6696187575823933E+003, 8.6696187575823933E+003, 0.0000000000000000E+000, 1.6537976451389267E+002, 0.0000000000000000E+000
 8.7902251683090744E+003, 8.7902251683090744E+003, 0.0000000000000000E+000, 1.6518481060794997E+002, 0.0000000000000000E+000
 8.9125093813376898E+003, 8.9125093813376898E+003, 0.0000000000000000E+000, 1.6498748305843338E+002, 0.0000000000000000E+000
 9.0364947372232527E+003, 9.0364947372232527E+003, 0.0000000000000000E+000, 1.6478776192094315E+002, 0.0000000000000000E+000
 9.1622049012202388E+003, 9.1622049012202388E+003, 0.0000000000000000E+000, 1.6458562744506162E+002, 0.0000000000000000E+000
 9.2896638677996089E+003, 9.2896638677996089E+003, 0.0000000000000000E+000, 1.6438106009180993E+002, 0.0000000000000000E+000
 9.4188959652286630E+003, 9.4188959652286630E+003, 0.0000000000000000E+000, 1.6417404055166659E+002, 0.0000000000000000E+000
 9.5499258602146128E+003, 9.5499258602146128E+003, 0.0000000000000000E+000, 1.6396454976314436E+002, 0.0000000000000000E+000
 9.6827785626127497E+003, 9.6827785626127497E+003, 0.0000000000000000E+000, 1.6375256893193293E+002, 0.0000000000000000E+000
 9.8174794302001064E+003, 9.8174794302001064E+003, 0.0000000000000000E+000, 1.6353807955061151E+002, 0.0000000000000000E+000
 9.9540541735155366E+003, 9.9540541735155366E+003, 0.0000000000000000E+000, 1.6332106341892609E+002, 0.0000000000000000E+000
 1.0092528860767115E+004, 1.0092528860767115E+004, 0.0000000000000000E+000, 1.6310150266463987E+002, 0.0000000000000000E+000
 1.0232929922807818E+004, 1.0232929922807818E+004, 0.0000000000000000E+000, 1.6287937976495175E+002, 0.0000000000000000E+000
 1.0375284158180408E+004, 1.0375284158180408E+004, 0.0000000000000000E+000, 1.6265467756847889E+002, 0.0000000000000000E+000
 1.0519618738232515E+004, 1.0519618738232515E+004, 0.0000000000000000E+000, 1.6242737931780724E+002, 0.0000000000000000E+000
 1.0665961212302869E+004, 1.0665961212302869E+004, 0.0000000000000000E+000, 1.6219746867259747E+002, 0.0000000000000000E+000
 1.0814339512979675E+004, 1.0814339512979675E+004, 0.0000000000000000E+000, 1.6196492973324726E+002, 0.0000000000000000E+000
 1.0964781961432151E+004, 1.0964781961432151E+004, 0.0000000000000000E+000, 1.6172974706509513E+002, 0.0000000000000000E+000
 1.1117317272816219E+004, 1.1117317272816219E+004, 0.0000000000000000E+000, 1.6149190572316334E+002, 0.0000000000000000E+000
 1.1271974561755414E+004, 1.1271974561755414E+004, 0.0000000000000000E+000, 1.6125139127742608E+002, 0.0000000000000000E+000
 1.1428783347898032E+004, 1.1428783347898032E+004, 0.0000000000000000E+000, 1.6100818983858846E+002, 0.0000000000000000E+000
 1.1587773561551581E+004, 1.1587773561551581E+004, 0.0000000000000000E+000, 1.6076228808436372E+002, 0.0000000000000000E+000
 1.1748975549395622E+004, 1.1748975549395622E+004, 0.0000000000000000E+000, 1.6051367328623411E+002, 0.0000000000000000E+000
 1.1912420080274080E+004, 1.1912420080274080E+004, 0.0000000000000000E+000, 1.6026233333667108E+002, 0.0000000000000000E+000
 1.2078138351068139E+004, 1.2078138351068139E+004, 0.0000000000000000E+000, 1.6000825677679856E+002, 0.0000000000000000E+000
 1.2246161992650830E+004, 1.2246161992650830E+004, 0.0000000000000000E+000, 1.5975143282447505E+002, 0.0000000000000000E+000
 1.2416523075924459E+004, 1.2416523075924459E+004, 0.0000000000000000E+000, 1.5949185140277021E+002, 0.0000000000000000E+000
 1.2589254117942026E+004, 1.2589254117942026E+004, 0.0000000000000000E+000, 1.5922950316880204E+002, 0.0000000000000000E+000
 1.2764388088113797E+004, 1.2764388088113797E+004, 0.0000000000000000E+000, 1.5896437954291716E+002, 0.0000000000000000E+000
 1.2941958414500225E+004, 1.2941958414500225E+004, 0.0000000000000000E+000, 1.5869647273816514E+002, 0.0000000000000000E+000
 1.3121998990192402E+004, 1.3121998990192402E+004, 0.0000000000000000E+000, 1.5842577579004703E+002, 0.0000000000000000E+000
 1.3304544179781287E+004, 1.3304544179781287E+004, 0.0000000000000000E+000, 1.5815228258648668E+002, 0.0000000000000000E+000
 1.3489628825916920E+004, 1.3489628825916920E+004, 0.0000000000000000E+000, 1.5787598789799625E+002, 0.0000000000000000E+000
 1.3677288255958882E+004, 1.3677288255958882E+004, 0.0000000000000000E+000, 1.5759688740798211E+002, 0.0000000000000000E+000
 1.3867558288719281E+004, 1.3867558288719281E+004, 0.0000000000000000E+000, 1.5731497774315145E+002, 0.0000000000000000E+000
 1.4060475241299542E+004, 1.4060475241299542E+004, 0.0000000000000000E+000, 1.5703025650396694E+002, 0.0000000000000000E+000
 1.4256075936022291E+004, 1.4256075936022291E+004, 0.0000000000000000E+000, 1.5674272229510154E+002, 0.0000000000000000E+000
 1.4454397707459691E+004, 1.4454397707459691E+004, 0.0000000000000000E+000, 1.5645237475583286E+002, 0.0000000000000000E+000
 1.4655478409559539E+004, 1.4655478409559539E+004, 0.0000000000000000E+000, 1.5615921459032415E+002, 0.0000000000000000E+000
 1.4859356422870500E+004, 1.4859356422870500E+004, 0.0000000000000000E+000, 1.5586324359773215E+002, 0.0000000000000000E+000
 1.5066070661867858E+004, 1.5066070661867858E+004, 0.0000000000000000E+000, 1.5556446470207277E+002, 0.0000000000000000E+000
 1.5275660582381171E+004, 1.5275660582381171E+004, 0.0000000000000000E+000, 1.5526288198178671E+002, 0.0000000000000000E+000
 1.5488166189125266E+004, 1.5488166189125266E+004, 0.0000000000000000E+000, 1.5495850069892882E+002, 0.0000000000000000E+000
 1.5703628043335984E+004, 1.5703628043335984E+004, 0.0000000000000000E+000, 1.5465132732791693E+002, 0.0000000000000000E+000
 1.5922087270512169E+004, 1.5922087270512169E+004, 0.0000000000000000E+000, 1.5434136958376189E+002, 0.0000000000000000E+000
 1.6143585568265338E+004, 1.6143585568265338E+004, 0.0000000000000000E+000, 1.5402863644970253E+002, 0.0000000000000000E+000
 1.6368165214278570E+004, 1.6368165214278570E+004, 0.0000000000000000E+000, 1.5371313820417302E+002, 0.0000000000000000E+000
 1.6595869074376096E+004, 1.6595869074376096E+004, 0.0000000000000000E+000, 1.5339488644701626E+002, 0.0000000000000000E+000
 1.6826740610705172E+004, 1.6826740610705172E+004, 0.0000000000000000E+000, 1.5307389412486245E+002, 0.0000000000000000E+000
 1.7060823890031741E+004, 1.7060823890031741E+004, 0.0000000000000000E+000, 1.5275017555559231E+002, 0.0000000000000000E+000
 1.7298163592151530E+004, 1.7298163592151530E+004, 0.0000000000000000E+000, 1.5242374645179476E+002, 0.0000000000000000E+000
 1.7538805018418134E+004, 1.7538805018418134E+004, 0.0000000000000000E+000, 1.5209462394313579E+002, 0.0000000000000000E+000
 1.7782794100389758E+004, 1.7782794100389758E+004, 0.0000000000000000E+000, 1.5176282659754966E+002, 0.0000000000000000E+000
 1.8030177408596228E+004, 1.8030177408596228E+004, 0.0000000000000000E+000, 1.5142837444116290E+002, 0.0000000000000000E+000
 1.8281002161427976E+004, 1.8281002161427976E+004, 0.0000000000000000E+000, 1.5109128897686367E+002, 0.0000000000000000E+000
 1.8535316234148671E+004, 1.8535316234148671E+004, 0.0000000000000000E+000, 1.5075159320142774E+002, 0.0000000000000000E+000
 1.8793168168033251E+004, 1.8793168168033251E+004, 0.0000000000000000E+000, 1.5040931162110942E+002, 0.0000000000000000E+000
 1.9054607179633047E+004, 1.9054607179633047E+004, 0.0000000000000000E+000, 1.5006447026561048E+002, 0.0000000000000000E+000
 1.9319683170169825E+004, 1.9319683170169825E+004, 0.0000000000000000E+000, 1.4971709670034292E+002, 0.0000000000000000E+000
 1.9588446735060494E+004, 1.9588446735060494E+004, 0.0000000000000000E+000, 1.4936722003689255E+002, 0.0000000000000000E+000
 1.9860949173574321E+004, 1.9860949173574321E+004, 0.0000000000000000E+000, 1.4901487094160274E+002, 0.0000000000000000E+000
 2.0137242498624499E+004, 2.0137242498624499E+004, 0.0000000000000000E+000, 1.4866008164219727E+002, 0.0000000000000000E+000
 2.0417379446695919E+004, 2.0417379446695919E+004, 0.0000000000000000E+000, 1.4830288593235881E+002, 0.0000000000000000E+000
 2.0701413487911057E+004, 2.0701413487911057E+004, 0.0000000000000000E+000, 1.4794331917418756E+002, 0.0000000000000000E+000
 2.0989398836235887E+004, 2.0989398836235887E+004, 0.0000000000000000E+000, 1.4758141829846352E+002, 0.0000000000000000E+000
 2.1281390459827777E+004, 2.1281390459827777E+004, 0.0000000000000000E+000, 1.4721722180265081E+002, 0.0000000000000000E+000
 2.1577444091527334E+004, 2.1577444091527334E+004, 0.0000000000000000E+000, 1.4685076974656297E+002, 0.0000000000000000E+000
 2.1877616239496205E+004, 2.1877616239496205E+004, 0.0000000000000000E+000, 1.4648210374564667E+002, 0.0000000000000000E+000
 2.2181964198002879E+004, 2.2181964198002879E+004, 0.0000000000000000E+000, 1.4611126696180827E+002, 0.0000000000000000E+000
 2.2490546058358512E+004, 2.2490546058358512E+004, 0.0000000000000000E+000, 1.4573830409175176E+002, 0.0000000000000000E+000
 2.2803420720004895E+004, 2.2803420720004895E+004, 0.0000000000000000E+000, 1.4536326135276758E+002, 0.0000000000000000E+000
 2.3120647901756674E+004, 2.3120647901756674E+004, 0.0000000000000000E+000, 1.4498618646594386E+002, 0.0000000000000000E+000
 2.3442288153199959E+004, 2.3442288153199959E+004, 0.0000000000000000E+000, 1.4460712863676250E+002, 0.0000000000000000E+000
 2.3768402866249515E+004, 2.3768402866249515E+004, 0.0000000000000000E+000, 1.4422613853306058E+002, 0.0000000000000000E+000
 2.4099054286866711E+004, 2.4099054286866711E+004, 0.0000000000000000E+000, 1.4384326826033663E+002, 0.0000000000000000E+000
 2.4434305526940494E+004, 2.4434305526940494E+004, 0.0000000000000000E+000, 1.4345857133439438E+002, 0.0000000000000000E+000
 2.4774220576333642E+004, 2.4774220576333642E+004, 0.0000000000000000E+000, 1.4307210265131934E+002, 0.0000000000000000E+000
 2.5118864315096602E+004, 2.5118864315096602E+004, 0.0000000000000000E+000, 1.4268391845480133E+002, 0.0000000000000000E+000
 2.5468302525851224E+004, 2.5468302525851224E+004, 0.0000000000000000E+000, 1.4229407630081215E+002, 0.0000000000000000E+000
 2.5822601906346790E+004, 2.5822601906346790E+004, 0.0000000000000000E+000, 1.4190263501966524E+002, 0.0000000000000000E+000
 2.6181830082190696E+004, 2.6181830082190696E+004, 0.0000000000000000E+000, 1.4150965467549486E+002, 0.0000000000000000E+000
 2.6546055619756251E+004, 2.6546055619756251E+004, 0.0000000000000000E+000, 1.4111519652318700E+002, 0.0000000000000000E+000
 2.6915348039270029E+004, 2.6915348039270029E+004, 0.0000000000000000E+000, 1.4071932296282168E+002, 0.0000000000000000E+000
 2.7289777828081296E+004, 2.7289777828081296E+004, 0.0000000000000000E+000, 1.4032209749168314E+002, 0.0000000000000000E+000
 2.7669416454116017E+004, 2.7669416454116017E+004, 0.0000000000000000E+000, 1.3992358465390922E+002, 0.0000000000000000E+000
 2.8054336379518052E+004, 2.8054336379518052E+004, 0.0000000000000000E+000, 1.3952384998784979E+002, 0.0000000000000000E+000
 2.8444611074480090E+004, 2.8444611074480090E+004, 0.0000000000000000E+000, 1.3912295997123431E+002, 0.0000000000000000E+000
 2.8840315031267008E+004, 2.8840315031267008E+004, 0.0000000000000000E+000, 1.3872098196423229E+002, 0.0000000000000000E+000
 2.9241523778434319E+004, 2.9241523778434319E+004, 0.0000000000000000E+000, 1.3831798415051213E+002, 0.0000000000000000E+000
 2.9648313895244406E+004, 2.9648313895244406E+004, 0.0000000000000000E+000, 1.3791403547641193E+002, 0.0000000000000000E+000
 3.0060763026283304E+004, 3.0060763026283304E+004, 0.0000000000000000E+000, 1.3750920558834338E+002, 0.0000000000000000E+000
 3.0478949896280843E+004, 3.0478949896280843E+004, 0.0000000000000000E+000, 1.3710356476854844E+002, 0.0000000000000000E+000
 3.0902954325136932E+004, 3.0902954325136932E+004, 0.0000000000000000E+000, 1.3669718386933937E+002, 0.0000000000000000E+000
 3.1332857243156901E+004, 3.1332857243156901E+004, 0.0000000000000000E+000, 1.3629013424597679E+002, 0.0000000000000000E+000
 3.1768740706498767E+004, 3.1768740706498767E+004, 0.0000000000000000E+000, 1.3588248768831011E+002, 0.0000000000000000E+000
 3.2210687912835423E+004, 3.2210687912835423E+004, 0.0000000000000000E+000, 1.3547431635134546E+002, 0.0000000000000000E+000
 3.2658783217234675E+004, 3.2658783217234675E+004, 0.0000000000000000E+000, 1.3506569268488627E+002, 0.0000000000000000E+000
 3.3113112148260225E+004, 3.3113112148260225E+004, 0.0000000000000000E+000, 1.3465668936241116E+002, 0.0000000000000000E+000
 3.3573761424296601E+004, 3.3573761424296601E+004, 0.0000000000000000E+000, 1.3424737920934587E+002, 0.0000000000000000E+000
 3.4040818970101238E+004, 3.4040818970101238E+004, 0.0000000000000000E+000, 1.3383783513089500E+002, 0.0000000000000000E+000
 3.4514373933586794E+004, 3.4514373933586794E+004, 0.0000000000000000E+000, 1.3342813003960165E+002, 0.0000000000000000E+000
